45,BDB18771,-60.383
84,BDB50316122,-59.129
95,BDB50158569,-58.716
112,BDB19385,-58.145
138,BDB50049156,-57.467
226,BDB31777,-55.240
254,BDB31776,-54.544
255,BDB50145797,-54.543
262,BDB50288820,-54.438
286,BDB20676,-54.007
310,BDB50111607,-53.400
328,BDB50288821,-53.094
364,BDB50015707,-52.573
365,BDB18246,-52.565
419,BDB50058420,-51.603
503,BDB50031871,-50.388
511,BDB50141012,-50.296
522,BDB50066495,-50.201
539,BDB50058517,-49.905
549,BDB50051923,-49.795
568,BDB50026300,-49.474
615,BDB50066490,-48.620
691,BDB50050400,-47.586
722,BDB50031865,-47.271
780,BDB50067869,-46.512
811,BDB50031864,-45.933
847,BDB50128535,-45.349
863,BDB18497,-44.990
885,BDB50111592,-44.507
890,BDB50065297,-44.412
929,BDB50141011,-43.855
1020,BDB50111589,-42.337
1058,BDB50041929,-41.483
1078,BDB50054512,-40.881
1114,BDB18045,-40.028
1138,BDB50232529,-39.307
1201,BDB50029770,-36.651
1204,BDB50111585,-36.431
1224,BDB50041935,-33.759
1240,BDB50029035,74.198
