21,BDB50145927,0.000
30,BDB50263147,0.000
34,BDB50145898,0.000
36,BDB50312922,0.000
38,BDB7501,0.000
39,BDB50267681,0.000
44,BDB50211436,0.000
48,BDB50293153,0.000
51,BDB50200809,0.000
59,BDB50245912,0.000
60,BDB50145919,0.000
64,BDB50186373,0.000
74,BDB50321580,0.000
101,BDB50088605,0.000
112,BDB8364,0.000
118,BDB50229973,0.000
161,BDB50305006,0.000
165,BDB50312765,0.000
218,BDB50237848,0.000
237,BDB50303044,0.000
238,BDB50229101,0.000
259,BDB50279338,0.000
375,BDB50314344,0.000
405,BDB50249356,0.000
441,BDB5768,0.000
485,BDB7111,0.000
517,BDB50267759,0.000
520,BDB50295616,0.000
528,BDB6619,0.000
547,BDB50246465,0.000
560,BDB6866,0.000
620,BDB50306874,0.000
698,BDB50241104,0.000
740,BDB50192071,0.000
820,BDB16018,0.000
825,BDB50313051,0.000
872,BDB5485,0.000
962,BDB50306888,0.000
1028,BDB31085,0.000
1034,BDB14032,0.000
