79,BDB19385,-13.230
100,BDB18771,-13.075
114,BDB50316122,-12.946
190,BDB31777,-12.575
202,BDB18246,-12.525
269,BDB50158569,-12.219
281,BDB50049156,-12.173
297,BDB50029035,-12.119
306,BDB50288820,-12.076
331,BDB50111607,-11.992
333,BDB20676,-11.991
344,BDB31776,-11.960
362,BDB50141012,-11.901
382,BDB50058420,-11.833
405,BDB50288821,-11.770
418,BDB50145797,-11.725
596,BDB50111589,-11.187
600,BDB50015707,-11.180
698,BDB50050400,-10.903
738,BDB50067869,-10.747
804,BDB50111592,-10.578
822,BDB50066495,-10.512
851,BDB50031871,-10.420
857,BDB50066490,-10.403
867,BDB50031865,-10.379
868,BDB50051923,-10.376
873,BDB50026300,-10.357
902,BDB50058517,-10.248
952,BDB18497,-10.125
983,BDB50141011,-10.033
1021,BDB50128535,-9.925
1029,BDB50065297,-9.907
1046,BDB50031864,-9.849
1157,BDB50054512,-9.279
1168,BDB18045,-9.210
1171,BDB50232529,-9.198
1189,BDB50041929,-9.042
1196,BDB50029770,-8.927
1213,BDB50041935,-8.668
1230,BDB50111585,-8.182
