0 -46.5099 -46.5099 -46.5099 1722.46 410.583 37 1114 387.72
1 -79.0999 -79.0999 -79.0999 1825.56 490.156 57 1036 445.454
2 -51.5276 -79.0999 -79.0999 1926.51 383.309 76 1231 465.554
3 -55.5995 -79.0999 -79.0999 1924.9 388.092 102 1126 475.052
4 -35.0619 -79.0999 -79.0999 1843.38 516.134 105 2053 418.452
5 -69.2817 -79.0999 -79.0999 1603 394.108 87 924 458.955
6 -26.2632 -79.0999 -79.0999 1664.03 424.211 59 995 399.754
7 -79.8806 -79.8806 -79.8806 1658.12 303.336 101 902 492.93
8 -75.283 -79.8806 -79.8806 1713.94 453.044 56 1256 525.257
9 -59.3354 -79.8806 -79.8806 1698.37 279.63 203 1049 473.46
10 -58.8913 -79.8806 -79.8806 1870.41 447.601 40 1014 441.73
11 -59.8508 -79.8806 -79.8806 1779.09 353.14 169 1719 604.58
12 -37.7 -79.8806 -79.8806 1533.58 440.175 10 992 452.853
13 -30.5744 -79.8806 -79.8806 1884.47 650.923 76 1470 389.352
14 -36.0773 -79.8806 -79.8806 1583.77 228.521 151 1597 627.13
15 -68.2305 -79.8806 -79.8806 1422.69 162.364 146 1089 543.553
16 -72.8026 -79.8806 -79.8806 1357.7 158.603 91 1142 659.16
17 -58.5005 -79.8806 -79.8806 1648.56 267.662 76 1227 542.052
18 -79.4273 -79.8806 -79.8806 1592.99 216.677 100 1473 563.354
19 -61.7591 -79.8806 -79.8806 1061.59 24.5168 361 1290 711.654
20 -61.8911 -79.8806 -79.8806 1567.61 281.788 83 1282 554.34
21 -83.0425 -83.0425 -83.0425 1187.27 47.1069 256 1261 572.554
22 -59.6487 -83.0425 -83.0425 1049.89 82.2443 165 1392 614.052
23 -57.5276 -83.0425 -83.0425 1224.47 20.2679 305 1619 649.652
24 -79.8916 -83.0425 -83.0425 1011.5 67.1599 209 1768 791.053
25 -53.1771 -83.0425 -83.0425 1152.49 135.46 49 1622 527.056
26 -66.9276 -83.0425 -83.0425 863.272 97.8249 132 1086 559.055
27 -67.127 -83.0425 -83.0425 863.66 40.6683 272 1271 576.42
28 -84.1106 -84.1106 -84.1106 735.539 44.1153 111 1083 5372
29 -72.2288 -84.1106 -84.1106 777.392 -21.3141 283 964 521.86
30 -89.1327 -89.1327 -89.1327 670.639 5.25334 142 850 480.055
31 -81.1328 -89.1327 -89.1327 668.099 -0.382884 257 918 523.33
32 -85.6549 -89.1327 -89.1327 602.655 -44.6514 254 817 481.752
33 -84.0035 -89.1327 -89.1327 642.542 -1.64152 202 1049 430.952
34 -86.8606 -89.1327 -89.1327 601.953 -22.7088 159 1049 484.13
35 -89.8305 -89.8305 -89.8305 559.817 -38.0269 138 603 362.853
36 -84.9773 -89.8305 -89.8305 616.332 -40.7856 200 1166 426.82
37 -85.5138 -89.8305 -89.8305 413.04 -22.8781 174 915 318.152
38 -92.5496 -92.5496 -92.5496 372.775 -65.0609 158 593 305.554
39 -90.3418 -92.5496 -92.5496 396.299 -65.7358 126 519 293.72
40 -90.8254 -92.5496 -92.5496 279.84 -67.7413 101 909 301.92
41 -94.9747 -94.9747 -94.9747 327.068 -74.8321 126 551 267.63
42 -96.5211 -96.5211 -96.5211 334.961 -57.9728 130 664 256.15
43 -92.9744 -96.5211 -96.5211 88.7975 -79.5939 107 396 197.852
44 -96.2794 -96.5211 -96.5211 138.404 -85.997 120 431 215.53
45 -95.1533 -96.5211 -96.5211 157.36 -80.2636 121 567 233.252
46 -94.833 -96.5211 -96.5211 170.308 -71.0084 84 358 199.353
47 -96.8884 -96.8884 -96.8884 51.6146 -86.8808 123 548 203.552
48 -98.0489 -98.0489 -98.0489 119.062 -30.0992 108 295 166.33
49 -96.752 -98.0489 -98.0489 200.704 -70.1088 84 1129 228.82
50 -97.9088 -98.0489 -98.0489 -22.4118 -87.7604 97 580 173.12
51 -97.8689 -98.0489 -98.0489 -53.8997 -91.5717 78 246 130.82
52 -97.7877 -98.0489 -98.0489 -8.09588 -87.2433 62 856 168.32
53 -98.5266 -98.5266 -98.5266 -17.2661 -89.8903 81 494 156.453
54 -98.5984 -98.5984 -98.5984 25.6822 -91.557 71 423 150.852
55 -98.8969 -98.8969 -98.8969 -51.8297 -93.5521 81 209 124.752
56 -98.1691 -98.8969 -98.8969 -13.5831 -92.4155 83 358 142.72
57 -98.0279 -98.8969 -98.8969 101.314 -44.8991 89 254 143.32
58 -99.4658 -99.4658 -99.4658 94.2047 -78.2773 81 746 192.12
59 -99.6941 -99.6941 -99.6941 11.7259 -91.2098 75 346 146.62
60 -99.9293 -99.9293 -99.9293 -25.0578 -91.668 65 599 133.152
61 -99.8316 -99.9293 -99.9293 -50.5139 -93.6562 69 414 121.352
62 -99.3278 -99.9293 -99.9293 29.3957 -91.3412 94 766 162.452
63 -99.9905 -99.9905 -99.9905 -74.0242 -94.2715 74 160 111.52
64 -100.044 -100.044 -100.044 -20.8194 -91.791 71 363 143.32
65 -50.2971 -50.2971 -100.044 1690.61 262.102 110 1210 611.252
66 -81.1485 -81.1485 -100.044 1805.85 433.857 91 844 393.33
67 -42.5868 -81.1485 -100.044 1701.29 364.252 46 1112 463.155
68 -49.25 -81.1485 -100.044 1764.77 532.342 54 1484 473.73
69 -70.8435 -81.1485 -100.044 1698.02 211.816 51 848 490.52
70 -61.4464 -81.1485 -100.044 1921.27 491.835 46 987 457.852
71 -46.501 -81.1485 -100.044 1776.76 481.844 20 1274 429.654
72 -70.5642 -81.1485 -100.044 1777.64 246.086 104 1276 510.94
73 -85.3336 -85.3336 -100.044 1538.93 125.42 122 1185 610.356
74 -63.4252 -85.3336 -100.044 1602.26 228.623 156 1259 634.25
75 -48.9277 -85.3336 -100.044 1639.72 239.634 98 1405 618.452
76 -74.4679 -85.3336 -100.044 1839.09 347.742 102 1703 678.454
77 -53.3358 -85.3336 -100.044 1650.89 441.23 56 1740 5073
78 -60.7765 -85.3336 -100.044 1471.78 264.071 71 1132 543.57
79 -76.7399 -85.3336 -100.044 1664.99 311.708 121 1468 508.255
80 -65.1595 -85.3336 -100.044 1624.63 331.706 115 945 455.75
81 -66.0572 -85.3336 -100.044 1264.22 175.133 103 1065 527.52
82 -56.9926 -85.3336 -100.044 1430.1 240.969 49 1447 564.255
83 -61.287 -85.3336 -100.044 1460.97 283.664 79 1271 557.32
84 -51.8135 -85.3336 -100.044 1294.58 299.424 32 1016 508.27
85 -55.0908 -85.3336 -100.044 1269.64 204.893 148 871 504.353
86 -61.7769 -85.3336 -100.044 1132.17 176.678 89 1104 490.453
87 -77.4066 -85.3336 -100.044 1081.13 193.892 101 1292 524.45
88 -71.96 -85.3336 -100.044 960.321 101.553 63 712 497.853
89 -70.9429 -85.3336 -100.044 1037.68 108.89 187 1209 552.63
90 -67.1185 -85.3336 -100.044 1011.73 111.975 144 2256 750.153
91 -77.7931 -85.3336 -100.044 839.346 80.3101 190 1024 507.953
92 -70.3414 -85.3336 -100.044 753.012 25.5655 176 1074 588.82
93 -73.7866 -85.3336 -100.044 687.763 23.1516 208 1002 476.653
94 -62.3057 -85.3336 -100.044 590.314 -32.6734 252 1226 649.23
95 -94.5995 -94.5995 -100.044 722.086 0.238633 182 1291 552.853
96 -93.0728 -94.5995 -100.044 650.906 0.897743 101 794 423.653
97 -86.965 -94.5995 -100.044 838.515 50.0598 148 1140 486.14
98 -90.806 -94.5995 -100.044 538.964 -25.637 108 1283 348.752
99 -97.718 -97.718 -100.044 542.114 -52.5945 202 1040 414.24
100 -93.9339 -97.718 -100.044 670.584 -40.0033 207 1307 496.62
101 -91.2025 -97.718 -100.044 678.818 -53.7111 135 921 449.153
102 -86.706 -97.718 -100.044 605.434 -49.6826 175 1271 442.452
103 -95.6943 -97.718 -100.044 422.721 -60.5569 138 992 369.452
104 -98.2405 -98.2405 -100.044 425.867 -66.5545 113 680 301.752
105 -99.4092 -99.4092 -100.044 572.94 -44.9514 177 935 372.73
106 -93.529 -99.4092 -100.044 356.428 -58.665 94 1301 332.352
107 -99.4183 -99.4183 -100.044 326.919 -45.8997 114 602 273.32
108 -97.5513 -99.4183 -100.044 243.303 -55.9337 120 470 242.152
109 -99.8976 -99.8976 -100.044 145.218 -76.9416 105 571 230.352
110 -100.431 -100.431 -100.431 112.373 -83.3529 106 737 218.94
111 -98.7307 -100.431 -100.431 66.1459 -83.0319 103 424 193.72
112 -97.9466 -100.431 -100.431 76.5318 -80.304 98 820 204.72
113 -100.132 -100.431 -100.431 45.635 -89.6809 106 404 168.62
114 -100.486 -100.486 -100.486 85.562 -41.7695 95 520 162.852
115 -100.146 -100.486 -100.486 35.7846 -77.2454 92 710 174.52
116 -100.474 -100.486 -100.486 28.0447 -89.6633 75 404 168.352
117 -100.523 -100.523 -100.523 104.503 -80.1221 84 540 164.352
118 -100.135 -100.523 -100.523 -24.5267 -95.2558 79 248 130.42
119 -44.5174 -44.5174 -100.523 1664.22 418.324 135 1002 454.154
120 -67.854 -67.854 -100.523 1666.91 429.399 56 1030 477.65
121 -53.9159 -67.854 -100.523 1905.04 318.06 77 1009 493.14
122 -20.6443 -67.854 -100.523 1506.32 383.935 17 1262 502.23
123 -67.2111 -67.854 -100.523 1718.86 330.338 62 817 440.953
124 -71.8513 -71.8513 -100.523 1777.62 283.683 174 1226 581.353
125 -55.4806 -71.8513 -100.523 1803.37 429.277 84 802 362.12
126 -60.4121 -71.8513 -100.523 1696.55 472.044 74 1494 511.554
127 -75.2215 -75.2215 -100.523 1990.14 457.133 83 1265 525.94
128 -52.4125 -75.2215 -100.523 1806.41 589.354 81 1361 414.87
129 -80.4664 -80.4664 -100.523 1867.83 533.087 8 1094 477.454
130 -48.9269 -80.4664 -100.523 1848.96 383.263 91 1565 473.33
131 -71.9304 -80.4664 -100.523 1484.82 260.844 112 859 422.255
132 -59.0567 -80.4664 -100.523 1658.12 337.635 75 1062 425.452
133 -63.5128 -80.4664 -100.523 1344.67 202.857 83 1255 5833
